,Element Number,Section Number,Midpoint X,Midpoint Y,Midpoint Z,Relative Chord,Chordlength,Relative Radius,Element height,Element offset,Element area,Cp_suc,Cp_pres,Circular velocity,Pressure by Lift,Cl,Cd,Cf,Cf*dx,Viscous Drag,Total Drag,alpha
448,448,18,17.932,391.923,0.461,0.677,36.587,0.9513,1.751,-1.684,22.791,-0.5,0.298,164168.3,0.013173653279854034,0.6845000000000001,0.0102,0.0029861666666666665,0.000228456313755687,8.602126918810777e-05,0.0038406333854139655,0.506
449,449,19,18.031,399.955,0.681,0.676,32.756,0.9708,1.647,-1.508,20.476,-0.477,0.289,167532.793,0.01318077268687638,0.633,0.01185,0.002923166666666667,0.00022574644057702262,7.952928703481506e-05,0.004174692849879122,0.009000000000000001
450,450,19,18.117,407.986,0.834,0.673,28.919,0.9903,1.454,-1.331,18.095,-0.418,0.265,170896.766,0.012220743544504531,0.481,0.01935,0.0028340833333333334,0.0002202836801534221,7.136165711042591e-05,0.006268499164917778,-1.446
451,451,0,18.732,53.577,-0.729,0.742,34.669,0.13,8.017,-0.115,17.705,-0.404,0.32,22442.281,0.00022357950658973114,0.9620000000000001,0.018000000000000002,0.0069598333333333335,0.0004949660778705236,2.705594603800133e-06,9.8392001080005e-05,3.1449999999999996
452,452,1,21.429,60.693,-2.234,0.738,40.183,0.1473,7.85,-0.4,20.547,-0.416,0.324,25423.166,0.0002931625037805543,0.9620000000000001,0.018000000000000002,0.00700975,0.0004957601265907856,4.0359362319681184e-06,0.00014653629503243794,3.145
453,453,1,24.177,67.783,-3.857,0.736,45.864,0.1645,7.356,-0.763,23.637,-0.433,0.336,28392.891,0.000380038589214362,1.056,0.017550000000000003,0.006764666666666666,0.00047701208589985523,5.571868818171346e-06,0.00020499752658140522,4.131
454,454,1,26.916,74.862,-5.605,0.734,51.661,0.1817,6.44,-1.211,26.842,-0.433,0.336,31358.058,0.0004635608853570004,1.056,0.017550000000000003,0.006764666666666666,0.0004749166156095431,7.684013533398545e-06,0.000283953925970904,4.131
455,455,2,29.616,81.935,-7.46,0.731,57.54,0.1989,5.225,-1.746,30.084,-0.433,0.336,34320.827,0.0005552952385780262,1.056,0.017550000000000003,0.006764666666666666,0.000471855195053913,1.0249823206965148e-05,0.00038122796817291634,4.131
456,456,2,32.349,89.008,-9.443,0.731,63.486,0.216,3.546,-2.372,31.506,-0.435,0.339,37283.425,0.0006592223438081444,1.08,0.01585,0.006415166666666666,0.0004434923803337401,1.1906060961086735e-05,0.00042551140583568656,4.449
457,457,3,34.622,95.987,-10.527,0.751,65.622,0.233,2.501,-2.489,37.092,-0.405,0.329,40207.003,0.0007278970694206914,1.08,0.01585,0.006232833333333333,0.0004174448999250219,1.534416333174869e-05,0.0005826038091539728,4.449
458,458,3,34.345,104.206,-9.857,0.751,64.824,0.2529,2.47,-2.459,37.576,-0.405,0.328,43649.653,0.0008557419430405836,1.0635,0.01375,0.0065029166666666655,0.0004317461482457951,1.8948138928815093e-05,0.0006034492984587849,4.221
459,459,3,34.035,112.422,-9.239,0.751,64.028,0.2729,2.44,-2.428,37.094,-0.405,0.328,47091.034,0.0009959962001566875,1.0635,0.01375,0.0065029166666666655,0.00043193927349513875,2.178051353384245e-05,0.000693342975430328,4.221
460,460,4,33.705,120.633,-8.654,0.751,63.237,0.2928,2.41,-2.398,36.607,-0.405,0.328,50530.454,0.0011467998847585355,1.0635,0.01375,0.006502916666666666,0.0004322150143734933,2.4764570347794206e-05,0.0007878320533953509,4.221
461,461,4,33.369,128.838,-8.086,0.751,62.456,0.3127,2.38,-2.369,36.122,-0.401,0.324,53967.389,0.0012940556648633427,1.0295,0.01205,0.006744,0.00044865377133187573,2.8933889267504952e-05,0.0007771100745200927,3.8360000000000007
462,462,5,33.035,137.037,-7.516,0.751,61.682,0.3326,2.351,-2.34,35.653,-0.401,0.324,57402.054,0.0014640132661786745,1.0295,0.01205,0.006744,0.0004489411263838528,3.2329911331263995e-05,0.0008677650779729124,3.8360000000000003
463,463,5,32.696,145.272,-6.979,0.75,60.902,0.3526,2.321,-2.31,35.359,-0.394,0.318,60851.595,0.0016175750684953537,0.9850000000000001,0.0106,0.006880416666666667,0.00045850616913161905,3.6799742391798276e-05,0.0008507568613348055,3.378
464,464,6,32.334,153.478,-6.503,0.75,60.113,0.3725,2.291,-2.28,34.763,-0.394,0.318,64288.535,0.0018054587314742469,0.9850000000000001,0.0106,0.006880416666666667,0.00045919310400660465,4.044308115152183e-05,0.0009335868863569986,3.378
465,465,6,31.979,161.686,-6.017,0.75,59.329,0.3924,2.261,-2.25,34.326,-0.394,0.318,67727.058,0.0020037564308006627,0.9850000000000001,0.0106,0.0068804166666666675,0.00045991477289508584,4.4389584508492664e-05,0.0010230799781188109,3.378
466,466,6,31.626,169.896,-5.528,0.75,58.549,0.4124,2.231,-2.221,33.97,-0.387,0.313,71165.705,0.0021715432941793364,0.941,0.00945,0.0068776666666666665,0.00046031375570666934,4.854615181824609e-05,0.0009966270375260451,2.9339999999999993
467,467,7,31.251,178.132,-5.107,0.75,57.76,0.4324,2.201,-2.191,33.43,-0.387,0.313,74615.551,0.0023871828065237994,0.941,0.00945,0.006877666666666666,0.0004606473035237403,5.255682770213718e-05,0.0010781828483222631,2.9339999999999993
468,468,7,30.87,186.344,-4.71,0.75,56.973,0.4523,2.171,-2.161,32.979,-0.38,0.308,78055.578,0.002570267337459277,0.9055,0.008799999999999999,0.006842333333333333,0.000458977132559527,5.653175211282724e-05,0.0010838871553766553,2.5839999999999996
469,469,8,30.488,194.56,-4.315,0.75,56.188,0.4722,2.141,-2.131,32.515,-0.38,0.308,81496.94,0.0028019024530472844,0.9055,0.008799999999999999,0.006842333333333334,0.000459619918406759,6.084571300609611e-05,0.0011649675155718223,2.5839999999999996
470,470,8,30.104,202.787,-3.928,0.75,55.404,0.4922,2.112,-2.101,32.143,-0.374,0.305,84943.227,0.002999707919382633,0.876,0.0085,0.0067129166666666665,0.00045148593507486043,6.41866638196453e-05,0.0012084244493165042,2.294
471,471,9,29.704,211.006,-3.612,0.75,54.616,0.5122,2.081,-2.072,31.616,-0.385,0.309,88386.105,0.0033259707912670173,0.876,0.0085,0.006673583333333333,0.00044932185090280436,6.802865000823362e-05,0.0012869250046667982,2.294
472,472,9,29.304,219.224,-3.296,0.75,53.83,0.5321,2.051,-2.042,31.163,-0.379,0.306,91828.138,0.003541266394494978,0.851,0.00835,0.00639675,0.0004313139409338137,6.947755632645944e-05,0.0013450471692844266,2.05
473,473,10,28.906,227.439,-2.979,0.75,53.045,0.552,2.022,-2.093,30.731,-0.379,0.306,95269.5,0.0038116657980489543,0.851,0.00835,0.0063967500000000005,0.00043184867738741073,7.383653862557284e-05,0.001427664665441225,2.05
474,474,10,28.501,235.671,-2.692,0.75,52.259,0.572,1.992,-2.062,30.281,-0.371,0.31,98717.558,0.004065775119414427,0.8314999999999999,0.0083,0.008274583333333333,0.0005592737525021752,0.00010116847538712507,0.0015014084640238366,1.98
475,475,10,28.088,243.89,-2.446,0.75,51.472,0.592,1.962,-2.031,29.796,-0.371,0.31,102160.562,0.004354327546253334,0.8314999999999999,0.0083,0.008274583333333333,0.0005600871115775886,0.00010676827402082731,0.001582212223874938,1.98
476,476,11,27.677,252.11,-2.201,0.75,50.686,0.6119,1.932,-2.0,29.338,-0.371,0.31,105603.515,0.004652766912711258,0.8314999999999999,0.0083,0.008274583333333333,0.0005608732003196243,0.00011249104655466128,0.0016646822951633554,1.98
477,477,11,27.265,260.33,-1.954,0.75,49.901,0.6319,1.902,-1.969,28.925,-0.367,0.303,109046.644,0.004885966955441229,0.8165,0.0083,0.00845475,0.0005738480428971434,0.0001209900221823784,0.0017499705654546195,1.818
478,478,12,26.845,268.559,-1.761,0.75,49.114,0.6518,1.872,-1.938,28.425,-0.367,0.303,112493.697,0.0051997479221189006,0.8165,0.0083,0.00845475,0.0005745524898217824,0.00012669293946551395,0.0018302094520379528,1.818
479,479,12,26.424,276.779,-1.579,0.749,48.327,0.6718,1.842,-1.907,27.975,-0.364,0.3,115936.905,0.005475281938335348,0.806,0.0083,0.008313833333333333,0.0005658298722533113,0.00013042388990480028,0.0019131515306869827,1.7109999999999999
480,480,13,26.002,285.0,-1.399,0.749,47.541,0.6917,1.812,-1.876,27.515,-0.364,0.3,119380.665,0.005805385604618672,0.806,0.0083,0.008313833333333333,0.0005666757529758726,0.00013621911750061775,0.001995177434922411,1.7109999999999999
481,481,13,25.58,293.226,-1.223,0.749,46.755,0.7117,1.782,-1.845,27.095,-0.362,0.299,122826.409,0.006114561696541402,0.7995000000000001,0.00825,0.008218416666666667,0.0005610005601714574,0.00014057357894473328,0.0020672564496898244,1.645
482,482,14,25.151,301.449,-1.1,0.749,45.969,0.7317,1.752,-1.814,26.61,-0.361,0.298,126270.616,0.0064449900256266825,0.796,0.0082,0.008065083333333334,0.0005513287326263017,0.00014339290172573542,0.0021327054524256386,1.609
483,483,14,24.724,309.67,-0.975,0.749,45.182,0.7516,1.722,-1.783,26.157,-0.361,0.298,129714.221,0.006801314129664824,0.796,0.0082,0.008065083333333334,0.0005521833743741928,0.0001489741183644614,0.0022122864020906975,1.609
484,484,14,24.296,317.891,-0.849,0.749,44.396,0.7716,1.692,-1.752,25.709,-0.361,0.298,133157.927,0.00716134851733883,0.795,0.0082,0.008020166666666668,0.0005499191779769799,0.00015366705250510315,0.0022913727707721326,0.0
485,485,15,23.864,326.119,-0.748,0.749,43.609,0.7916,1.662,-1.721,25.262,-0.361,0.298,136604.434,0.007536858300834966,0.795,0.0082,0.008020166666666668,0.0005507664671458411,0.000159155255561806,0.002369558013162829,0.0
486,486,15,23.43,334.339,-0.677,0.749,42.823,0.8115,1.632,-1.69,24.795,-0.361,0.298,140047.699,0.00792159639775288,0.795,0.008150000000000001,0.008020166666666668,0.0005516445360170255,0.0001644531125641583,0.0024296313656526902,0.0
487,487,16,22.997,342.561,-0.602,0.749,42.037,0.8315,1.602,-1.659,24.343,-0.361,0.298,143491.495,0.008310009517627786,0.794,0.0081,0.007982583333333333,0.0005499508897808716,0.00016896983547223457,0.0024886870678042577,1.588
488,488,16,22.564,350.782,-0.527,0.748,41.251,0.8514,1.572,-1.628,23.89,-0.361,0.298,146935.243,0.008713670822222791,0.794,0.0081,0.007982583333333333,0.0005508578096953982,0.00017417047464785237,0.002561061711056993,1.588
489,489,17,22.132,359.003,-0.451,0.748,40.465,0.8714,1.542,-1.597,23.439,-0.359,0.296,150379.024,0.009085691745342454,0.7879999999999999,0.008150000000000001,0.007761166666666667,0.0005364825211679824,0.00017431143163588973,0.0026480604899104887,1.527
490,490,17,21.7,367.225,-0.375,0.748,39.679,0.8913,1.512,-1.565,22.989,-0.355,0.294,153822.83,0.009411906705900785,0.7745,0.0083,0.0074635,0.0005168042286802119,0.00017232303212504508,0.0027675492715886884,1.391
491,491,18,21.268,375.447,-0.301,0.748,38.894,0.9113,1.482,-1.535,22.541,-0.351,0.29,157266.879,0.00972495640064402,0.7535,0.0086,0.006555583333333333,0.0004547274350495814,0.00015540550784161336,0.002939095520577399,1.1800000000000002
492,492,18,20.831,383.67,-0.24,0.748,38.111,0.9312,1.452,-1.504,22.092,-0.352,0.286,160711.253,0.010101982866799603,0.724,0.0092,0.0053975,0.00037499173971322885,0.00013116033968383454,0.0032178712150141503,0.89
493,493,18,20.56,391.825,-0.169,0.75,36.634,0.951,1.396,-1.389,20.678,-0.346,0.277,164127.192,0.01027819191319854,0.6845000000000001,0.0102,0.004685750000000001,0.00032359790220943467,0.0001104939946752412,0.0034828369961373653,0.506
494,494,19,20.389,399.896,0.109,0.749,32.784,0.9706,1.249,-1.293,18.587,-0.43,0.273,167507.907,0.012092877777711843,0.633,0.01185,0.0030912500000000002,0.00021565388292054256,6.894342504568514e-05,0.0037883833841859654,0.009000000000000001
495,495,19,20.204,407.966,0.333,0.747,28.928,0.9902,1.102,-1.141,16.454,-0.381,0.253,170888.325,0.011341610413946025,0.481,0.01935,0.0029953333333333334,0.00021064366986759005,6.204338965145447e-05,0.005699386031919685,-1.446
496,496,0,21.034,53.533,-0.919,0.809,34.636,0.1299,7.99,-0.087,16.013,-0.304,0.294,22424.029,0.00018413409707284466,0.9620000000000001,0.018000000000000002,0.00633125,0.0004124930725031454,2.0360420222146392e-06,8.884696215009538e-05,3.145
497,497,1,24.046,60.563,-2.782,0.806,40.079,0.147,7.749,-0.312,18.493,-0.304,0.294,25368.428,0.0002356644222280904,0.9620000000000001,0.018000000000000002,0.00633125,0.00040903216181376945,2.9841218504169005e-06,0.00013132021958693816,3.1450000000000005
498,498,1,27.103,67.561,-4.732,0.804,45.684,0.164,7.195,-0.595,21.181,-0.31,0.303,28299.759,0.0003013454488226271,1.056,0.017550000000000003,0.005929,0.00038136090562584934,3.965669672129461e-06,0.0001824977382819457,4.131
499,499,1,30.151,74.545,-6.777,0.803,51.4,0.1809,6.226,-0.944,23.998,-0.31,0.303,31225.267,0.0003668693894942296,1.056,0.017550000000000003,0.005929,0.0003798365606228082,5.448192034456141e-06,0.00025172871734075987,4.131
500,500,2,33.166,81.523,-8.904,0.801,57.196,0.1979,4.85,-1.361,26.886,-0.31,0.303,34148.333,0.00043877126607751513,1.056,0.017550000000000003,0.005929,0.00037802889679215663,7.265127159866922e-06,0.0003372836911083194,4.131
501,501,2,36.196,88.604,-11.134,0.8,63.145,0.2151,3.066,-1.857,29.392,-0.326,0.31,37114.367,0.0005372112403230756,1.08,0.01585,0.005720916666666667,0.0003680684227476309,9.135014151344384e-06,0.00039337787582523724,4.449
502,502,2,38.595,95.601,-12.444,0.817,65.66,0.232,1.862,-1.928,31.998,-0.292,0.297,40045.359,0.0005796845110696854,1.08,0.01585,0.005539666666666667,0.0003328418702713557,1.0469655978986033e-05,0.0004985672239242003,4.449
503,503,3,38.286,103.721,-11.722,0.817,64.871,0.2518,1.84,-1.905,33.675,-0.292,0.297,43446.603,0.000682337063494746,1.08,0.01585,0.005539666666666666,0.00033138588259568253,1.2912556364088874e-05,0.0006176002935541924,4.449000000000001
504,504,3,37.946,111.941,-11.043,0.817,64.074,0.2717,1.817,-1.881,33.254,-0.294,0.297,46889.816,0.0007956288946901472,1.0635,0.01375,0.005774,0.000345584514666706,1.5488678907683084e-05,0.0006162583273907326,4.221
505,505,4,37.59,120.159,-10.39,0.817,63.282,0.2916,1.795,-1.858,32.839,-0.294,0.297,50332.034,0.0009167321419354863,1.0635,0.01375,0.005774,0.00034591673579710346,1.7640574155405434e-05,0.0007012031206813203,4.221
506,506,4,37.226,128.373,-9.752,0.817,62.5,0.3116,1.773,-1.835,32.43,-0.293,0.294,53772.825,0.0010396006479469245,1.0295,0.01205,0.006012416666666667,0.0003606821561746126,2.073283632244551e-05,0.0006926615952814726,3.8360000000000003
507,507,5,36.866,136.584,-9.113,0.817,61.725,0.3315,1.751,-1.812,32.01,-0.293,0.294,57212.253,0.0011768440785111872,1.0295,0.01205,0.006012416666666667,0.0003612135135888686,2.3200153544547124e-05,0.0007739518032816146,3.8360000000000003
508,508,5,36.496,144.826,-8.507,0.817,60.945,0.3515,1.729,-1.79,31.777,-0.29,0.289,60664.561,0.001306345077147056,0.9850000000000001,0.0106,0.006183333333333333,0.0003718386809442316,2.6656157489083776e-05,0.0007598867031982228,3.378
509,509,6,36.098,153.044,-7.979,0.817,60.155,0.3715,1.706,-1.766,31.244,-0.29,0.289,64106.716,0.0014587969416931525,0.9850000000000001,0.0106,0.006183333333333333,0.0003721909867654746,2.9294976655094954e-05,0.0008343209899912917,3.378
510,510,6,35.706,161.264,-7.443,0.817,59.369,0.3914,1.684,-1.743,30.852,-0.29,0.289,67549.931,0.0016197112849066235,0.9850000000000001,0.0106,0.006183333333333334,0.0003727712087886454,3.21686645415537e-05,0.0009147376087561613,3.378
511,511,6,35.315,169.483,-6.905,0.816,58.588,0.4114,1.662,-1.72,30.515,-0.286,0.285,70992.839,0.0017634457753646132,0.941,0.00945,0.0062843333333333345,0.0003792912962294197,3.57579142837517e-05,0.0008909044139443226,2.9339999999999997
512,512,7,34.902,177.727,-6.435,0.816,57.798,0.4314,1.639,-1.697,30.058,-0.286,0.285,74446.064,0.00193917276437524,0.941,0.00945,0.0062843333333333345,0.0003795470810095427,3.8758323194493775e-05,0.0009650084864669462,2.934
513,513,7,34.48,185.95,-5.994,0.816,57.01,0.4513,1.617,-1.674,29.649,-0.283,0.281,77890.749,0.0020960978996041562,0.9055,0.008799999999999999,0.006353916666666667,0.0003843329515372647,4.237961389544463e-05,0.0009703581251313878,2.5839999999999996
514,514,8,34.058,194.177,-5.555,0.816,56.224,0.4713,1.595,-1.651,29.242,-0.283,0.281,81336.681,0.002285665653789233,0.9055,0.008799999999999999,0.006353916666666667,0.0003848899449885954,4.564265804713357e-05,0.001043559064206462,2.5839999999999996
515,515,8,33.634,202.412,-5.123,0.816,55.44,0.4913,1.572,-1.628,28.898,-0.279,0.278,84785.992,0.002455947953738966,0.876,0.0085,0.006378166666666667,0.00038681091627924656,4.9257259883299586e-05,0.0010824066524166762,2.294
516,516,9,33.19,210.644,-4.768,0.816,54.651,0.5113,1.55,-1.605,28.44,-0.279,0.278,88234.448,0.0026597896794951855,0.876,0.0085,0.006378166666666667,0.00038722269234837,5.2556450480568446e-05,0.001153676780602841,2.294
517,517,9,32.747,218.873,-4.415,0.816,53.863,0.5312,1.528,-1.582,28.037,-0.276,0.275,91681.335,0.0028429717833788914,0.851,0.00835,0.006359166666666667,0.00038664198127855425,5.585448989077154e-05,0.001206245087627817,2.05
518,518,10,32.304,227.101,-4.061,0.816,53.077,0.5512,1.505,-1.559,27.641,-0.276,0.275,95127.696,0.003060727356942622,0.851,0.00835,0.006359166666666667,0.0003871522866448023,5.936273483740663e-05,0.0012803200523186166,2.05
519,519,10,31.855,235.342,-3.737,0.816,52.29,0.5712,1.483,-1.535,27.256,-0.276,0.275,98579.649,0.003286890413109824,0.851,0.00835,0.006359166666666667,0.00038761613507376285,6.293692335751573e-05,0.00135578285443471,2.05
520,520,10,31.397,243.573,-3.461,0.816,51.502,0.5912,1.461,-1.512,26.822,-0.269,0.274,102027.646,0.003467670470664594,0.8314999999999999,0.0083,0.008631416666666667,0.0005268621447447702,9.017511632869458e-05,0.001420586908726838,1.98
521,521,11,30.939,251.804,-3.185,0.816,50.715,0.6112,1.438,-1.489,26.416,-0.269,0.274,105475.527,0.0037060006647251557,0.8314999999999999,0.0083,0.008631416666666667,0.0005276487239756149,9.505585311537766e-05,0.0014952439852656523,1.98
522,522,11,30.481,260.035,-2.906,0.816,49.929,0.6312,1.416,-1.466,26.042,-0.267,0.27,108923.343,0.003909088332802838,0.8165,0.0083,0.008603833333333333,0.0005266739874971926,9.975084337917154e-05,0.0015720009335975363,1.818
523,523,12,30.013,268.276,-2.685,0.816,49.141,0.6512,1.394,-1.443,25.606,-0.267,0.27,112375.058,0.004160767190334997,0.8165,0.0083,0.008603833333333333,0.0005273602233510966,0.00010453066678801519,0.0016451838722825096,1.818
524,524,12,29.544,276.508,-2.477,0.816,48.353,0.6711,1.371,-1.42,25.203,-0.266,0.268,115823.328,0.00439403455284436,0.806,0.0083,0.008568,0.0005259937301512402,0.0001090154113971383,0.0017202256656863204,1.7109999999999999
525,525,13,29.075,284.741,-2.271,0.816,47.566,0.6911,1.349,-1.397,24.794,-0.266,0.268,119272.094,0.004659604709669264,0.806,0.0083,0.008568,0.0005268138292077787,0.00011390621598592691,0.0017946028374101644,1.7109999999999999
526,526,13,28.605,292.978,-2.07,0.816,46.779,0.7111,1.327,-1.374,24.416,-0.265,0.267,122722.348,0.004916083383673233,0.7995000000000001,0.00825,0.008549083333333332,0.0005264390830010096,0.00011866878289676627,0.0018596975234387075,1.645
527,527,14,28.127,301.213,-1.926,0.816,45.991,0.7311,1.304,-1.35,23.988,-0.265,0.267,126171.74,0.00518579975060384,0.796,0.0082,0.008507916666666667,0.0005246900730677044,0.00012282435522666395,0.0019195326242215447,1.609
528,528,14,27.65,309.446,-1.781,0.815,45.204,0.7511,1.282,-1.327,23.584,-0.265,0.267,129620.458,0.005473166522347623,0.796,0.0082,0.008507916666666667,0.0005255493473903013,0.0001276573448181857,0.0019918019738909888,1.609
529,529,14,27.173,317.679,-1.634,0.815,44.416,0.7711,1.26,-1.304,23.183,-0.265,0.266,133069.241,0.005764787106491571,0.795,0.0082,0.008493916666666667,0.0005255149132908091,0.0001322425170670442,0.0020634783381488627,0.0
530,530,15,26.692,325.919,-1.514,0.815,43.629,0.7911,1.237,-1.281,22.788,-0.265,0.266,136520.436,0.006067688113722229,0.795,0.0082,0.008493916666666667,0.0005263886758896987,0.00013704526795260523,0.0021348696290093483,0.0
531,531,15,26.208,334.151,-1.427,0.815,42.841,0.811,1.215,-1.258,22.373,-0.265,0.266,139968.914,0.006378096749218817,0.795,0.008150000000000001,0.008493916666666667,0.0005272852644048323,0.00014167631558182928,0.0021898240856308045,0.0
532,532,16,25.724,342.385,-1.336,0.815,42.053,0.831,1.193,-1.235,21.971,-0.264,0.266,143417.857,0.006692635372472874,0.794,0.0081,0.008486583333333332,0.0005277575541377656,0.00014619839140680098,0.002243846556265423,1.588
533,533,16,25.241,350.619,-1.245,0.815,41.266,0.851,1.17,-1.287,21.567,-0.264,0.266,146866.768,0.00701839462094425,0.794,0.0081,0.008486583333333332,0.0005286950806098882,0.0001507690297282027,0.002309893141789149,1.588
534,534,17,24.758,358.852,-1.155,0.815,40.479,0.871,1.148,-1.263,21.165,-0.264,0.265,150315.715,0.007327151730153155,0.7879999999999999,0.008150000000000001,0.00843525,0.0005264433544173472,0.00015432438412763664,0.00238913402569641,1.527
535,535,17,24.276,367.086,-1.065,0.815,39.692,0.891,1.126,-1.238,20.763,-0.262,0.264,153764.692,0.00761303269817617,0.7745,0.0083,0.008393916666666668,0.0005248240589587864,0.00015793186944452168,0.002497664682122486,1.391
536,536,18,23.793,375.32,-0.978,0.815,38.906,0.911,1.103,-1.213,20.362,-0.258,0.261,157213.805,0.00786474222927998,0.7535,0.0086,0.008194916666666666,0.0005133264084000896,0.00015836403775869488,0.002653147592717029,1.18
537,537,18,23.306,383.555,-0.901,0.814,38.122,0.931,1.081,-1.189,19.962,-0.253,0.258,160663.088,0.008077238702166563,0.724,0.0092,0.007944916666666666,0.0004985628512932783,0.00015747332761380383,0.0029058615383976316,0.89
538,538,18,22.918,391.737,-0.804,0.816,36.677,0.9508,1.04,-1.077,18.743,-0.245,0.253,164090.228,0.008226907596943944,0.6845000000000001,0.0102,0.007565916666666666,0.00047135665521674195,0.0001458187895393971,0.0031554697209439596,0.506
539,539,19,22.504,399.842,-0.468,0.815,32.81,0.9705,0.931,-0.963,16.855,-0.235,0.248,167485.57,0.008296149688548105,0.633,0.01185,0.006488416666666667,0.00040866911612839825,0.00011844408970465385,0.003434471575187903,0.009000000000000001
540,540,19,22.08,407.948,-0.173,0.814,28.937,0.9902,0.821,-0.903,14.95,-0.328,0.231,170880.762,0.010018352424865195,0.481,0.01935,0.0032527500000000004,0.00020690867703853434,5.536830219073479e-05,0.005178017001148709,-1.446
541,541,0,23.118,53.487,-1.096,0.87,34.601,0.1298,7.967,-0.062,14.509,-0.187,0.243,22404.587,0.00013218078323251503,0.9620000000000001,0.018000000000000002,0.005764750000000001,0.0003449558524719102,1.5400859742720558e-06,8.036259520819226e-05,3.1449999999999996
542,542,1,26.403,60.431,-3.299,0.868,39.975,0.1467,7.696,-0.215,16.704,-0.2,0.254,25313.185,0.00017831454859792729,0.9620000000000001,0.018000000000000002,0.005774833333333333,0.00034186670580625797,2.242980071545138e-06,0.00011809761115109278,3.145
543,543,1,29.722,67.346,-5.557,0.867,45.51,0.1635,7.057,-0.41,19.056,-0.2,0.261,28209.859,0.00022490228049689142,1.056,0.017550000000000003,0.005381333333333333,0.0003165704996659379,2.9428293583851916e-06,0.00016314424526025142,4.131
544,544,1,33.036,74.247,-7.88,0.866,51.154,0.1802,6.039,-0.65,21.532,-0.2,0.261,31100.682,0.00027335802751038185,1.056,0.017550000000000003,0.005381333333333333,0.00031519513307750203,4.024073636500868e-06,0.00022405959010548927,4.131
545,545,2,36.326,81.143,-10.261,0.865,56.879,0.1969,4.528,-0.937,24.095,-0.2,0.261,33989.105,0.0003264912027478506,1.056,0.017550000000000003,0.005381333333333333,0.0003140096641897513,5.358113018367195e-06,0.0002994649343515759,4.131
546,546,2,39.625,88.04,-12.709,0.864,62.669,0.2137,2.699,-1.274,26.645,-0.197,0.261,36878.03,0.0003819377054815037,1.08,0.01585,0.005111416666666667,0.00029599398439657845,6.574941378869762e-06,0.0003520774959921462,4.449
547,547,2,42.135,95.064,-14.22,0.876,65.713,0.2307,1.434,-1.422,29.051,-0.182,0.249,39820.485,0.00041911481616611836,1.08,0.01585,0.005109583333333333,0.0002777328358670817,7.842625673083461e-06,0.0004475726340758046,4.448999999999999
548,548,3,41.789,103.289,-13.462,0.877,64.912,0.2507,1.417,-1.405,30.294,-0.182,0.249,43265.514,0.0004947703374349637,1.08,0.01585,0.005109583333333333,0.0002762102323048288,9.601487353360227e-06,0.0005509700827549649,4.449
549,549,3,41.424,111.514,-12.73,0.877,64.116,0.2707,1.399,-1.387,29.922,-0.185,0.249,46710.673,0.0005810353167598247,1.0635,0.01375,0.0053145,0.000287478772894716,1.1505095997212664e-05,0.000550284350975751,4.221
550,550,4,41.045,119.737,-12.017,0.876,63.323,0.2906,1.382,-1.37,29.562,-0.185,0.249,50155.501,0.0006698960768558823,1.0635,0.01375,0.0053145,0.0002878254586132187,1.3120995227267915e-05,0.0006268162838832635,4.221
551,551,4,40.661,127.96,-11.314,0.876,62.539,0.3106,1.365,-1.353,29.21,-0.187,0.248,53599.699,0.0007653834447217241,1.0295,0.01205,0.00553075,0.0003000133317376797,1.54334117546677e-05,0.0006198811585024934,3.8360000000000003
552,552,5,40.278,136.181,-10.611,0.876,61.763,0.3305,1.348,-1.336,28.849,-0.187,0.248,57043.265,0.0008668882527662988,1.0295,0.01205,0.00553075,0.0003005897425406571,1.7296935576473808e-05,0.0006933971596463171,3.8360000000000003
553,553,5,39.886,144.425,-9.942,0.876,60.984,0.3505,1.331,-1.32,28.613,-0.187,0.244,60496.802,0.000968203166592441,0.9850000000000001,0.0106,0.005696333333333334,0.00030979834043150825,1.9886997877576565e-05,0.0006804496667370519,3.378
554,554,6,39.457,152.654,-9.368,0.876,60.192,0.3705,1.314,-1.302,28.161,-0.187,0.244,63943.73,0.0010816769951848082,0.9850000000000001,0.0106,0.005696333333333334,0.00031000087252795066,2.1881058442656834e-05,0.0007481889247626232,3.378
555,555,6,39.032,160.885,-8.786,0.876,59.405,0.3905,1.297,-1.285,27.808,-0.187,0.244,67391.148,0.0012014545968870437,0.9850000000000001,0.0106,0.005696333333333334,0.0003104677966973076,2.4035589330213298e-05,0.0008206237478106546,3.378
556,556,6,38.608,169.114,-8.204,0.876,58.623,0.4105,1.28,-1.269,27.487,-0.186,0.241,70838.142,0.0013152412314166384,0.941,0.00945,0.005818666666666666,0.00031747102803704144,2.6842543217376376e-05,0.0007990084480232016,2.9339999999999997
557,557,7,38.162,177.363,-7.688,0.876,57.833,0.4305,1.262,-1.251,27.098,-0.186,0.241,74293.575,0.0014466837476525322,0.941,0.00945,0.005818666666666666,0.00031766021449940873,2.9125009473879255e-05,0.0008664331476382329,2.9339999999999997
558,558,7,37.705,185.597,-7.209,0.876,57.044,0.4505,1.245,-1.234,26.729,-0.185,0.238,77742.587,0.0015702517837912454,0.9055,0.008799999999999999,0.0059067500000000005,0.00032294095255555583,3.198043303798776e-05,0.000871452841478437,2.5839999999999996
